Source,Target,Weight
ASV_134709,ASV_63015,0.936995415
ASV_250980,ASV_62533,0.800718645
ASV_174732,ASV_62533,0.861934788
ASV_148312,ASV_62533,0.924837896
ASV_93109,ASV_61840,0.868875273
ASV_39919,ASV_61840,0.916281344
ASV_238401,ASV_61840,0.945445462
ASV_210547,ASV_61840,0.921146015
ASV_143855,ASV_61840,0.000495081
ASV_210697,ASV_61422,0.875619
ASV_31734,ASV_61366,0.969695075
ASV_213517,ASV_61366,0.85633943
ASV_203094,ASV_61366,0.708175732
ASV_187146,ASV_61366,0.924704182
ASV_13437,ASV_61366,0.000810951
ASV_117829,ASV_61366,0.349330074
ASV_115847,ASV_61366,0.009644108
ASV_42809,ASV_61256,0.788102427
ASV_238873,ASV_61256,0.855612906
ASV_145776,ASV_61256,0.816220089
ASV_122539,ASV_61256,0.868410366
ASV_119360,ASV_61256,0.930193686
ASV_161138,ASV_61017,0.985816049
ASV_210547,ASV_60973,0.925364
ASV_199464,ASV_60973,0.908038578
ASV_176607,ASV_60973,0.968619435
ASV_141802,ASV_60973,0.876288582
ASV_13965,ASV_60973,0.919702646
ASV_85659,ASV_59435,0.857088888
ASV_173481,ASV_59435,0.795408257
ASV_124727,ASV_58530,0.886304852
ASV_120,ASV_58530,0.934539638
ASV_214896,ASV_5832,0.241425808
ASV_209932,ASV_5832,0.892993979
ASV_200748,ASV_5832,0.911212522
ASV_10470,ASV_5832,0.128393078
ASV_205669,ASV_57659,0.874082668
ASV_98509,ASV_57488,0.777375982
ASV_29400,ASV_57488,0.849848118
ASV_22894,ASV_57488,0.907069521
ASV_129285,ASV_57488,0.93444241
ASV_148980,ASV_570,0.383011055
ASV_90455,ASV_5690,0.880207
ASV_180743,ASV_5690,0.890912
ASV_195007,ASV_56,0.225883387
ASV_84399,ASV_5564,0.7902591
ASV_29400,ASV_5564,0.935737447
ASV_179946,ASV_5564,0.940819121
ASV_59435,ASV_54867,0.94260837
ASV_147508,ASV_54867,0.871599793
ASV_93109,ASV_54817,0.87626455
ASV_79623,ASV_54817,0.588514248
ASV_202127,ASV_54817,0.879781945
ASV_138823,ASV_54817,0.956108616
ASV_247206,ASV_54413,0.862498272
ASV_199888,ASV_54413,0.853684846
ASV_96272,ASV_54167,0.975098326
ASV_220913,ASV_54167,0.885900885
ASV_206619,ASV_54167,0.932587299
ASV_28053,ASV_54066,0.906679473
ASV_111388,ASV_54044,0.759615146
ASV_7008,ASV_53978,0.82848746
ASV_199888,ASV_53978,0.907741
ASV_173777,ASV_53978,0.899695
ASV_106022,ASV_53978,0.936606525
ASV_63724,ASV_53682,0.898488461
ASV_51159,ASV_53682,0.957394107
ASV_32596,ASV_53682,0.891800904
ASV_25946,ASV_53682,0.58336314
ASV_147508,ASV_53475,0.757204008
ASV_210332,ASV_52455,0.936553504
ASV_168501,ASV_52455,0.294084907
ASV_180438,ASV_52273,0.825116629
ASV_145776,ASV_52273,0.923347823
ASV_7432,ASV_5128,0.8815345
ASV_44061,ASV_5128,0.886494
ASV_63724,ASV_51159,0.97377116
ASV_99978,ASV_50189,0.845900276
ASV_72610,ASV_50189,0.886868921
ASV_32932,ASV_50090,0.9395135
ASV_199086,ASV_50090,0.767989136
ASV_162393,ASV_50090,0.83645791
ASV_161890,ASV_50090,0.970754679
ASV_44397,ASV_49605,0.954186258
ASV_91097,ASV_4912,0.865202071
ASV_77301,ASV_49051,0.930258297
ASV_29400,ASV_49051,0.952213813
ASV_150109,ASV_49051,0.802717333
ASV_91241,ASV_48280,0.8905945
ASV_100462,ASV_4825,0.87706243
ASV_203094,ASV_48123,0.522877009
ASV_154458,ASV_48123,0.8561824
ASV_137991,ASV_48123,0.392800452
ASV_79628,ASV_47948,0.814809921
ASV_16135,ASV_47948,0.879251174
ASV_127515,ASV_47948,0.891795043
ASV_57659,ASV_47217,0.89346484
ASV_43135,ASV_47217,0.496313336
ASV_178271,ASV_47217,0.943007116
ASV_174732,ASV_47217,0.838163273
ASV_148312,ASV_47217,0.536730508
ASV_124455,ASV_47217,0.869629611
ASV_93757,ASV_4666,0.298427757
ASV_85659,ASV_4666,0.511568073
ASV_78480,ASV_4666,0.577037503
ASV_153339,ASV_4666,0.969834562
ASV_39548,ASV_45987,0.919344399
ASV_207551,ASV_45987,0.921925
ASV_152270,ASV_45987,0.901712305
ASV_147862,ASV_45987,0.735434325
ASV_49844,ASV_45614,0.961965573
ASV_168515,ASV_45614,0.612624992
ASV_73515,ASV_45569,0.923686025
ASV_81263,ASV_44061,0.645217151
ASV_250071,ASV_44061,0.909942894
ASV_73820,ASV_43784,0.796795216
ASV_52273,ASV_43658,0.8981855
ASV_130121,ASV_43488,0.89488
ASV_42898,ASV_43135,0.981334243
ASV_224411,ASV_43135,0.753765628
ASV_199700,ASV_43135,0.974377607
ASV_167553,ASV_43135,0.86216693
ASV_190052,ASV_42898,0.976937139
ASV_178271,ASV_42898,0.861927381
ASV_167553,ASV_42898,0.950351516
ASV_177448,ASV_42075,0.92989513
ASV_86135,ASV_4197,0.891355278
ASV_40276,ASV_4197,0.978412667
ASV_229521,ASV_4197,0.346055933
ASV_203094,ASV_4197,0.883121256
ASV_197728,ASV_4197,0.663168504
ASV_163361,ASV_4197,0.947969771
ASV_154962,ASV_4197,0.739699207
ASV_154458,ASV_4197,0.851003986
ASV_137991,ASV_4197,0.450010489
ASV_117829,ASV_4197,0.380251126
ASV_93109,ASV_41858,0.731854232
ASV_73188,ASV_41858,0.94584491
ASV_56651,ASV_41858,0.963110983
ASV_202127,ASV_41858,0.844928063
ASV_111388,ASV_41858,0.230524634
ASV_113158,ASV_4174,0.8791015
ASV_225252,ASV_41112,0.890498
ASV_157127,ASV_41112,0.914718945
ASV_9294,ASV_40862,0.8609778
ASV_83131,ASV_40862,0.941735124
ASV_238501,ASV_40862,0.828334832
ASV_113716,ASV_40862,0.754355184
ASV_31734,ASV_40276,0.923154565
ASV_227839,ASV_40276,0.879285033
ASV_163361,ASV_40276,0.618029838
ASV_154458,ASV_40276,0.016996088
ASV_140121,ASV_40276,0.932320249
ASV_129568,ASV_40276,0.887837159
ASV_117829,ASV_40276,0.964697422
ASV_201227,ASV_40168,0.892527552
ASV_49853,ASV_39919,0.797772821
ASV_36168,ASV_39919,0.585688237
ASV_16470,ASV_39919,0.8760165
ASV_84399,ASV_39648,0.889592755
ASV_5564,ASV_39648,0.050177007
ASV_187700,ASV_39648,0.798115829
ASV_179946,ASV_39648,0.81250928
ASV_68105,ASV_39548,0.882280421
ASV_148110,ASV_39548,0.923564546
ASV_85659,ASV_38821,0.85730988
ASV_75478,ASV_38821,0.686086914
ASV_69452,ASV_38821,0.89295566
ASV_184605,ASV_38821,0.9119015
ASV_180452,ASV_38821,0.967714449
ASV_153490,ASV_38821,0.814646811
ASV_104582,ASV_38816,0.9811065
ASV_6133,ASV_38340,0.962117
ASV_87576,ASV_38259,0.77993686
ASV_252332,ASV_38259,0.882208
ASV_173439,ASV_38259,0.90920102
ASV_150847,ASV_38259,0.828556667
ASV_114789,ASV_38259,0.840406852
ASV_122180,ASV_37829,0.8832205
ASV_25639,ASV_36702,0.550428008
ASV_11103,ASV_36702,0.909629916
ASV_88743,ASV_35757,0.837339961
ASV_191077,ASV_35757,0.829391507
ASV_108833,ASV_35757,0.677914105
ASV_87576,ASV_35675,0.610398454
ASV_252332,ASV_35675,0.755586531
ASV_115282,ASV_35675,0.561330522
ASV_72528,ASV_35610,0.865899765
ASV_58530,ASV_35610,0.899627189
ASV_21829,ASV_35610,0.871432055
ASV_211836,ASV_35610,0.919609306
ASV_188379,ASV_35610,0.890094
ASV_124727,ASV_35610,0.850125786
ASV_11545,ASV_35610,0.490645973
ASV_81114,ASV_34645,0.844115494
ASV_4174,ASV_34645,0.834669198
ASV_44397,ASV_34036,0.70595823
ASV_214026,ASV_33592,0.933329502
ASV_115282,ASV_33592,0.187797285
ASV_86135,ASV_33369,0.978209455
ASV_4197,ASV_33369,0.31190989
ASV_16135,ASV_33369,0.801560145
ASV_125907,ASV_33369,0.947514803
ASV_171394,ASV_33160,0.587312082
ASV_161355,ASV_33160,0.893717029
ASV_158813,ASV_33160,0.829748621
ASV_14131,ASV_33160,0.491497264
ASV_133617,ASV_33160,0.766875445
ASV_34534,ASV_32932,0.911257374
ASV_170621,ASV_32932,0.875617293
ASV_177863,ASV_32853,0.828870343
ASV_205182,ASV_32815,0.934887992
ASV_203125,ASV_32815,0.900687678
ASV_18392,ASV_32815,0.885158289
ASV_154218,ASV_32815,0.884936805
ASV_25946,ASV_32596,0.978342304
ASV_178618,ASV_32596,0.820098547
ASV_173439,ASV_32596,0.868088198
ASV_148210,ASV_32596,0.870978753
ASV_114789,ASV_32596,0.909194218
ASV_168501,ASV_3258,0.91580323
ASV_93757,ASV_32308,0.896395702
ASV_224222,ASV_32308,0.896919774
ASV_185170,ASV_32308,0.987750387
ASV_167553,ASV_32232,0.162104234
ASV_227839,ASV_31734,0.888748164
ASV_213517,ASV_31734,0.379583625
ASV_203094,ASV_31734,0.956930796
ASV_154458,ASV_31734,0.475474843
ASV_137991,ASV_31734,0.768044593
ASV_227072,ASV_30695,0.807901448
ASV_27984,ASV_29550,0.924284191
ASV_186275,ASV_29550,0.851083882
ASV_173439,ASV_29550,0.955167875
ASV_214398,ASV_2908,0.817906289
ASV_138203,ASV_2908,0.842879081
ASV_12004,ASV_2908,0.846595104
ASV_97714,ASV_29038,0.917412356
ASV_72610,ASV_29038,0.881165501
ASV_250071,ASV_28912,0.71120382
ASV_166203,ASV_28912,0.8965235
ASV_89507,ASV_28053,0.000130241
ASV_54817,ASV_28053,0.655172821
ASV_23137,ASV_28053,0.86600766
ASV_90455,ASV_27984,0.893756
ASV_59589,ASV_27984,0.942305192
ASV_162028,ASV_27984,0.948422545
ASV_42809,ASV_26825,0.875835022
ASV_248800,ASV_26825,0.879318
ASV_44612,ASV_26664,0.522625721
ASV_209917,ASV_26664,0.959001816
ASV_200748,ASV_26323,0.048307307
ASV_89091,ASV_25987,0.891365
ASV_51159,ASV_25987,0.962032582
ASV_42809,ASV_25987,0.921339304
ASV_238873,ASV_25987,0.95880192
ASV_249227,ASV_25946,0.918057899
ASV_173439,ASV_25946,0.682552744
ASV_148210,ASV_25946,0.546220268
ASV_112686,ASV_25946,0.841112768
ASV_247206,ASV_25769,0.800809214
ASV_13096,ASV_25639,0.821726317
ASV_200748,ASV_25549,0.9151555
ASV_195007,ASV_25549,0.883352329
ASV_120,ASV_25549,0.8927685
ASV_222924,ASV_25493,0.85372397
ASV_173802,ASV_25493,0.762786102
ASV_154962,ASV_25493,0.83897476
ASV_122305,ASV_25493,0.71119253
ASV_238401,ASV_252332,0.946868135
ASV_13023,ASV_252332,0.020059908
ASV_48123,ASV_251811,0.530488463
ASV_232519,ASV_251811,0.744925382
ASV_187457,ASV_25160,0.669698489
ASV_39728,ASV_251585,0.782501167
ASV_192395,ASV_251585,0.686810439
ASV_17935,ASV_251585,0.818330725
ASV_8399,ASV_251046,0.933853927
ASV_180382,ASV_251046,0.230307997
ASV_59589,ASV_250473,0.96572829
ASV_32596,ASV_250473,0.766637862
ASV_249227,ASV_250473,0.92820799
ASV_17313,ASV_250473,0.58292191
ASV_81263,ASV_250071,0.860102698
ASV_41112,ASV_248933,0.766712993
ASV_134663,ASV_248933,0.867284282
ASV_235406,ASV_248002,0.96855493
ASV_173541,ASV_248002,0.867236161
ASV_149877,ASV_248002,0.948155555
ASV_199888,ASV_247206,0.919286074
ASV_106022,ASV_247206,0.918337564
ASV_74421,ASV_246884,0.870199823
ASV_32232,ASV_246884,0.633427147
ASV_26825,ASV_246884,0.382201397
ASV_197325,ASV_246884,0.851652631
ASV_176607,ASV_246884,0.94179743
ASV_141802,ASV_246884,0.967390007
ASV_13965,ASV_246884,0.130686029
ASV_80122,ASV_246001,0.147372179
ASV_48123,ASV_246001,0.617715454
ASV_251811,ASV_246001,0.989861078
ASV_163361,ASV_246001,0.626763762
ASV_155423,ASV_246001,0.901499731
ASV_144503,ASV_246001,0.908235189
ASV_144081,ASV_246001,0.853093261
ASV_127515,ASV_246001,0.657021167
ASV_250071,ASV_245242,0.722553926
ASV_238501,ASV_245242,0.810697194
ASV_13023,ASV_245242,0.550333833
ASV_237118,ASV_244883,0.939698984
ASV_230112,ASV_244883,0.948366305
ASV_210124,ASV_244883,0.406254241
ASV_173481,ASV_244883,0.951757742
ASV_109350,ASV_242302,0.86524779
ASV_96432,ASV_24185,0.962239478
ASV_36702,ASV_24185,0.66096665
ASV_193135,ASV_24185,0.694128525
ASV_182560,ASV_24185,0.83708116
ASV_94109,ASV_241389,0.669758779
ASV_85130,ASV_241389,0.950371766
ASV_197597,ASV_241389,0.862549533
ASV_195213,ASV_241389,0.419262951
ASV_162789,ASV_241389,0.855750697
ASV_149848,ASV_241389,0.859302298
ASV_209141,ASV_241078,0.96888907
ASV_238873,ASV_240270,0.92997915
ASV_122539,ASV_240270,0.949008222
ASV_26323,ASV_240097,0.591787775
ASV_44397,ASV_239801,0.8781565
ASV_32596,ASV_239801,0.915620866
ASV_25946,ASV_239801,0.903614312
ASV_205669,ASV_239801,0.8883695
ASV_6133,ASV_239562,0.898728
ASV_42809,ASV_238873,0.7558314
ASV_235231,ASV_238666,0.8789105
ASV_238401,ASV_238501,0.783713834
ASV_13023,ASV_238501,0.475654384
ASV_50189,ASV_238496,0.663467756
ASV_13023,ASV_238496,0.50788229
ASV_47948,ASV_238487,0.927759623
ASV_33369,ASV_238487,0.815716331
ASV_202946,ASV_238487,0.911497921
ASV_86135,ASV_237990,0.708259699
ASV_197728,ASV_237990,0.824138997
ASV_230112,ASV_237118,0.818285996
ASV_210124,ASV_237118,0.841744208
ASV_173481,ASV_237118,0.800370492
ASV_12539,ASV_237118,0.782824645
ASV_175842,ASV_235231,0.9119655
ASV_14131,ASV_235231,0.8791085
ASV_77301,ASV_232834,0.908129081
ASV_37003,ASV_232834,0.923455817
ASV_197594,ASV_232834,0.8789055
ASV_17313,ASV_230921,0.320320221
ASV_171394,ASV_230921,0.96851731
ASV_223618,ASV_230614,0.964195829
ASV_193579,ASV_230614,0.897514517
ASV_193135,ASV_230614,0.968124689
ASV_82134,ASV_230433,0.979325317
ASV_221622,ASV_230112,0.139735862
ASV_4912,ASV_229885,0.96214791
ASV_125228,ASV_229639,0.878844456
ASV_167653,ASV_229607,0.947472221
ASV_102537,ASV_229607,0.657961274
ASV_29400,ASV_229559,0.909085834
ASV_214237,ASV_229559,0.824140219
ASV_105307,ASV_229559,0.978919234
ASV_92371,ASV_229521,0.949137144
ASV_64991,ASV_229521,0.952140534
ASV_25639,ASV_229521,0.943453405
ASV_203094,ASV_229521,0.747853862
ASV_163361,ASV_229521,0.65290358
ASV_137991,ASV_229521,0.25109437
ASV_79623,ASV_22847,0.807749596
ASV_54817,ASV_22847,0.928956493
ASV_13023,ASV_22847,0.002265362
ASV_127491,ASV_22847,0.865867355
ASV_203094,ASV_227839,0.993594521
ASV_154458,ASV_227839,0.996386547
ASV_92371,ASV_2271,0.502304788
ASV_206799,ASV_2271,0.891063954
ASV_205182,ASV_2271,0.870911881
ASV_13096,ASV_2271,0.396933474
ASV_229559,ASV_22707,0.861080945
ASV_96454,ASV_225181,0.978008312
ASV_230921,ASV_224662,0.983994146
ASV_17313,ASV_224662,0.133469751
ASV_160314,ASV_224662,0.901299212
ASV_73820,ASV_224638,0.925933137
ASV_53195,ASV_224638,0.818974171
ASV_214026,ASV_224638,0.912889261
ASV_98509,ASV_224411,0.974530255
ASV_199700,ASV_224411,0.076969504
ASV_197325,ASV_224411,0.931020595
ASV_190052,ASV_224411,0.965905152
ASV_6596,ASV_223720,0.886707142
ASV_52455,ASV_223720,0.763895792
ASV_189426,ASV_223720,0.93965709
ASV_168501,ASV_223720,0.76189233
ASV_193579,ASV_223705,0.753682538
ASV_193579,ASV_223618,0.744318774
ASV_173802,ASV_222924,0.767017519
ASV_122305,ASV_222924,0.8196174
ASV_168903,ASV_222683,0.789981526
ASV_129310,ASV_222683,0.198215892
ASV_124940,ASV_222683,0.945991906
ASV_99896,ASV_222502,0.970506072
ASV_84095,ASV_222502,0.142478523
ASV_7552,ASV_222502,0.633193807
ASV_61366,ASV_222502,0.805388541
ASV_48123,ASV_222502,0.981420047
ASV_31734,ASV_222502,0.865533055
ASV_227839,ASV_222502,0.573023605
ASV_213517,ASV_222502,0.958769976
ASV_203094,ASV_222502,0.966365204
ASV_17935,ASV_222502,0.87277777
ASV_170245,ASV_222502,0.157295594
ASV_163361,ASV_222502,0.496426024
ASV_157127,ASV_222502,0.96067485
ASV_154458,ASV_222502,0.278033456
ASV_144081,ASV_222502,0.156106295
ASV_121822,ASV_222502,0.946113329
ASV_119411,ASV_222502,0.325050873
ASV_117829,ASV_222502,0.959488704
ASV_210547,ASV_221714,0.847231108
ASV_160622,ASV_221714,0.9555437
ASV_143855,ASV_221714,0.055958461
ASV_45614,ASV_221566,0.936506093
ASV_133617,ASV_221566,0.867370269
ASV_235406,ASV_221358,0.937541254
ASV_34036,ASV_220913,0.823026899
ASV_197594,ASV_220913,0.927057
ASV_101965,ASV_220913,0.8995905
ASV_72610,ASV_220190,0.927029075
ASV_63965,ASV_220190,0.447067583
ASV_190609,ASV_220190,0.763415942
ASV_178271,ASV_220190,0.889506928
ASV_155810,ASV_219782,0.960537922
ASV_47217,ASV_218532,0.30608667
ASV_43135,ASV_218532,0.639651728
ASV_246884,ASV_218532,0.636993769
ASV_210547,ASV_218532,0.974038413
ASV_206717,ASV_218532,0.93419147
ASV_193165,ASV_218532,0.941467788
ASV_167553,ASV_218532,0.926484015
ASV_141802,ASV_218532,0.60469815
ASV_147508,ASV_218293,0.827516699
ASV_72528,ASV_21829,0.676063085
ASV_114744,ASV_21829,0.910182
ASV_82041,ASV_217286,0.8776865
ASV_247206,ASV_217286,0.926651324
ASV_224662,ASV_217286,0.775256503
ASV_163400,ASV_217286,0.962483015
ASV_206331,ASV_216674,0.896908218
ASV_179425,ASV_216674,0.864208556
ASV_34534,ASV_215550,0.836070471
ASV_33160,ASV_215488,0.866159285
ASV_87592,ASV_215249,0.72995939
ASV_120,ASV_214896,0.872745936
ASV_136462,ASV_21458,0.8997755
ASV_166823,ASV_214398,0.833783599
ASV_156108,ASV_214398,0.593989909
ASV_12004,ASV_214398,0.808606568
ASV_77301,ASV_214237,0.927586993
ASV_7432,ASV_214026,0.852263059
ASV_227839,ASV_213517,0.149403716
ASV_203094,ASV_213517,0.714629149
ASV_154458,ASV_213517,0.930618225
ASV_137991,ASV_213517,0.000011556
ASV_49844,ASV_211836,0.933048345
ASV_120,ASV_211836,0.840346735
ASV_42898,ASV_210547,0.915462095
ASV_197325,ASV_210547,0.935446752
ASV_190052,ASV_210547,0.942044344
ASV_150109,ASV_210547,0.538892572
ASV_168501,ASV_210332,0.619695164
ASV_230112,ASV_210124,0.847029504
ASV_98509,ASV_209932,0.87913925
ASV_241078,ASV_209932,0.596780371
ASV_209141,ASV_209932,0.68216914
ASV_200748,ASV_209932,0.826150332
ASV_113162,ASV_209932,0.800082212
ASV_86007,ASV_209917,0.989483214
ASV_44612,ASV_209917,0.726509211
ASV_44329,ASV_209881,0.9405985
ASV_233692,ASV_209141,0.914455
ASV_68105,ASV_207551,0.886874
ASV_59589,ASV_207364,0.891557828
ASV_249227,ASV_207364,0.732667618
ASV_17313,ASV_207364,0.926075255
ASV_13096,ASV_206799,0.948627387
ASV_8101,ASV_206717,0.640218444
ASV_54044,ASV_206717,0.754019948
ASV_32788,ASV_206717,0.956122411
ASV_96272,ASV_206619,0.970273392
ASV_74421,ASV_206331,0.740787242
ASV_32232,ASV_206331,0.603856081
ASV_4912,ASV_206167,0.919490719
ASV_229885,ASV_206167,0.778373118
ASV_249227,ASV_205669,0.81533774
ASV_99210,ASV_20561,0.427292734
ASV_232519,ASV_205264,0.71945722
ASV_92371,ASV_205182,0.706839999
ASV_13096,ASV_205182,0.775228436
ASV_68105,ASV_204994,0.517773076
ASV_39548,ASV_204994,0.886203128
ASV_192561,ASV_204994,0.807825546
ASV_148110,ASV_204994,0.965053472
ASV_33050,ASV_203890,0.95499356
ASV_251046,ASV_203890,0.8759475
ASV_134709,ASV_2037,0.888657571
ASV_6307,ASV_203424,0.823918778
ASV_48274,ASV_203424,0.911389914
ASV_236501,ASV_203424,0.839663872
ASV_189759,ASV_203424,0.952558191
ASV_224411,ASV_20316,0.944367186
ASV_113162,ASV_20316,0.967036511
ASV_229639,ASV_203064,0.616225187
ASV_194843,ASV_203064,0.498938174
ASV_10470,ASV_203064,0.865009431
ASV_196443,ASV_202946,0.946558665
ASV_98509,ASV_202805,0.871278941
ASV_6770,ASV_202805,0.927113985
ASV_57488,ASV_202805,0.677618161
ASV_220913,ASV_202805,0.8793375
ASV_4100,ASV_202383,0.8776355
ASV_201126,ASV_202383,0.915278
ASV_172280,ASV_202383,0.926036
ASV_170621,ASV_202383,0.8940075
ASV_114001,ASV_202383,0.863723851
ASV_166203,ASV_202192,0.837077988
ASV_20561,ASV_201283,0.921325
ASV_210697,ASV_201126,0.856836384
ASV_202127,ASV_200240,0.806598286
ASV_170621,ASV_200172,0.9067525
ASV_53195,ASV_199885,0.880597699
ASV_185979,ASV_199885,0.796165368
ASV_176028,ASV_199885,0.936257743
ASV_113162,ASV_199885,0.879885
ASV_26825,ASV_199464,0.880489634
ASV_94109,ASV_197597,0.871266895
ASV_16470,ASV_197594,0.852821522
ASV_29400,ASV_197325,0.659005693
ASV_16470,ASV_197325,0.093237371
ASV_189759,ASV_197178,0.959180931
ASV_75478,ASV_196748,0.946476291
ASV_32232,ASV_196748,0.948824548
ASV_199464,ASV_196748,0.006661997
ASV_196244,ASV_196748,0.943189508
ASV_185670,ASV_196748,0.535441176
ASV_180452,ASV_196748,0.887114448
ASV_167554,ASV_196748,0.945181264
ASV_166672,ASV_196748,0.882758239
ASV_36702,ASV_196414,0.937478899
ASV_227839,ASV_196414,0.060402982
ASV_203094,ASV_196414,0.926627784
ASV_182560,ASV_196414,0.368814292
ASV_154458,ASV_196414,0.73651509
ASV_13437,ASV_196414,0.271687117
ASV_121822,ASV_196414,0.979185485
ASV_53612,ASV_196244,0.928180337
ASV_199464,ASV_196244,0.870444006
ASV_167554,ASV_196244,0.939746114
ASV_153339,ASV_196244,0.899466894
ASV_32788,ASV_195213,0.857704202
ASV_206717,ASV_195213,0.000236335
ASV_162789,ASV_195213,0.787676766
ASV_49844,ASV_194843,0.836954871
ASV_45614,ASV_194843,0.803086003
ASV_26323,ASV_194843,0.757991046
ASV_10470,ASV_194843,0.901101431
ASV_238666,ASV_194190,0.939284
ASV_211836,ASV_194190,0.846544988
ASV_60973,ASV_193165,0.4680313
ASV_47217,ASV_193165,0.936212989
ASV_32232,ASV_193165,0.617863121
ASV_246884,ASV_193165,0.870045802
ASV_167553,ASV_193165,0.968611248
ASV_141802,ASV_193165,0.883897521
ASV_13965,ASV_193165,0.581302671
ASV_196443,ASV_193135,0.900327547
ASV_68105,ASV_192561,0.864912874
ASV_7552,ASV_19185,0.980340592
ASV_97714,ASV_191482,0.879227781
ASV_66005,ASV_191482,0.924479312
ASV_237653,ASV_191482,0.888714182
ASV_18832,ASV_191482,0.806768242
ASV_149764,ASV_191482,0.708000337
ASV_88743,ASV_191077,0.805153638
ASV_87576,ASV_191077,0.874250195
ASV_35675,ASV_191077,0.961084657
ASV_115282,ASV_191077,0.798774122
ASV_42075,ASV_190929,0.953465051
ASV_224412,ASV_190929,0.92279821
ASV_177448,ASV_190929,0.727829139
ASV_252332,ASV_190609,0.8750985
ASV_178271,ASV_190609,0.956223265
ASV_10139,ASV_190609,0.983471735
ASV_201227,ASV_19047,0.864013302
ASV_199700,ASV_190052,0.944834092
ASV_150109,ASV_190052,0.711865826
ASV_48274,ASV_189759,0.926406268
ASV_236501,ASV_189759,0.920478428
ASV_177448,ASV_189759,0.82277084
ASV_48280,ASV_189426,0.88401769
ASV_80122,ASV_187785,0.120320701
ASV_182560,ASV_187785,0.986397795
ASV_170245,ASV_187785,0.898902155
ASV_154668,ASV_187785,0.129091034
ASV_142924,ASV_187785,0.839142965
ASV_137991,ASV_187785,0.099495577
ASV_121822,ASV_187785,0.903079773
ASV_112967,ASV_187785,0.80415082
ASV_214237,ASV_187700,0.953097301
ASV_179946,ASV_187700,0.861837416
ASV_229559,ASV_187457,0.872366131
ASV_22707,ASV_187457,0.69957192
ASV_214237,ASV_187457,0.876611515
ASV_187700,ASV_187457,0.354576975
ASV_213517,ASV_187146,0.946145488
ASV_185153,ASV_187146,0.346213118
ASV_84421,ASV_186889,0.926267935
ASV_85414,ASV_186275,0.954679236
ASV_209917,ASV_186019,0.956322482
ASV_84421,ASV_185979,0.96996489
ASV_53178,ASV_185979,0.775444564
ASV_206331,ASV_185979,0.898287474
ASV_42852,ASV_185670,0.950412877
ASV_199464,ASV_185670,0.916969871
ASV_166672,ASV_185670,0.874183893
ASV_87592,ASV_185379,0.865744596
ASV_49844,ASV_185379,0.900680135
ASV_215249,ASV_185379,0.911228128
ASV_214896,ASV_185379,0.895742476
ASV_10470,ASV_185379,0.81651061
ASV_219782,ASV_185341,0.906428
ASV_13769,ASV_185341,0.9241625
ASV_224222,ASV_185170,0.07966394
ASV_84095,ASV_183808,0.595221413
ASV_7552,ASV_183808,0.751656321
ASV_48123,ASV_183808,0.796702265
ASV_213517,ASV_183808,0.317089597
ASV_203094,ASV_183808,0.750819412
ASV_187146,ASV_183808,0.881427423
ASV_157127,ASV_183808,0.920638434
ASV_154458,ASV_183808,0.117808209
ASV_117829,ASV_183808,0.924848061
ASV_86733,ASV_183157,0.90537494
ASV_85433,ASV_183157,0.733493675
ASV_238501,ASV_183157,0.961192783
ASV_210697,ASV_183157,0.679572453
ASV_146535,ASV_183157,0.267236
ASV_13023,ASV_183157,0.826149195
ASV_127491,ASV_183157,0.85998509
ASV_227839,ASV_182560,0.864513072
ASV_193579,ASV_182560,0.893534029
ASV_137991,ASV_182560,0.74557618
ASV_8101,ASV_181912,0.835330924
ASV_41656,ASV_181912,0.623420496
ASV_229639,ASV_181912,0.712252139
ASV_203064,ASV_181912,0.865618673
ASV_194843,ASV_181912,0.565656806
ASV_150986,ASV_181912,0.932203406
ASV_10470,ASV_181912,0.23382526
ASV_101652,ASV_181912,0.957526067
ASV_78480,ASV_181890,0.904816
ASV_194190,ASV_181515,0.9057375
ASV_54668,ASV_181331,0.967963041
ASV_111388,ASV_181331,0.722911088
ASV_148312,ASV_181116,0.860849898
ASV_44612,ASV_180623,0.85975528
ASV_26664,ASV_180623,0.422584367
ASV_78480,ASV_180600,0.96068748
ASV_69452,ASV_180600,0.930372177
ASV_4666,ASV_180600,0.993375906
ASV_221622,ASV_180600,0.875074981
ASV_210124,ASV_180600,0.931067979
ASV_145776,ASV_180600,0.92313987
ASV_119360,ASV_180600,0.727419725
ASV_85659,ASV_180452,0.919596044
ASV_78480,ASV_180452,0.8664047
ASV_75478,ASV_180452,0.33945192
ASV_4666,ASV_180452,0.914904449
ASV_210124,ASV_180452,0.861795623
ASV_196244,ASV_180452,0.917752144
ASV_166672,ASV_180452,0.94473445
ASV_8399,ASV_180382,0.917111193
ASV_200240,ASV_180382,0.90917745
ASV_252279,ASV_17955,0.8874995
ASV_84421,ASV_179425,0.960314004
ASV_206331,ASV_179425,0.908238644
ASV_227839,ASV_17935,0.770771077
ASV_213517,ASV_17935,0.948293357
ASV_203094,ASV_17935,0.64590336
ASV_196414,ASV_17935,0.988456636
ASV_187146,ASV_17935,0.000498082
ASV_182560,ASV_17935,0.92451324
ASV_171410,ASV_17935,0.415335283
ASV_154458,ASV_17935,0.519186269
ASV_13437,ASV_17935,0.744268764
ASV_190052,ASV_179333,0.884430295
