,RM1,RM2,RM3,RM4,RM5,RM6,RM7
ASV_8516,0,0,0,0,0,0,0
ASV_40601,0,0,0,0,0,0,0
ASV_164900,0,0,0,0,0,0,0
ASV_232283,0,0,0,0,0,0,0
ASV_192595,0,0,0,0,0,0,0
ASV_115313,0,0,0,0,0,0,0
ASV_163620,0,0,0,0,0,0,0
ASV_169692,0,0,0,0,0,0,0
ASV_25479,0,0,0,0,0,0,0
ASV_23893,0,0,0,0,0,0,0
ASV_160074,0,0,0,0,0,0,0
ASV_87296,0,0,0,0,0,0,0
ASV_59362,0,0,0,0,0,0,0
ASV_150468,0,0,0,0,0,0,0
ASV_140065,0,0,0,0,0,0,0
ASV_18942,0,0,0,0,0,0,0
ASV_6614,0,0,0,0,0,0,0
ASV_236794,0,0,0,0,0,0,0
ASV_44987,0,0,0,0,0,0,0
ASV_21767,0,0,0,0,0,0,0
ASV_17608,0,0,0,0,0,0,0
ASV_124437,0,0,0,0,0,0,0
ASV_83215,0,0,0,0,0,0,0
ASV_248946,0,0,0,0,0,0,0
ASV_117042,0,0,0,0,0,0,0
ASV_228147,0,0,0,0,0,0,0
ASV_136194,0,0,0,0,0,0,0
ASV_162369,0,0,0,0,0,0,0
ASV_11368,0,0,0,0,0,0,0
ASV_156301,0,0,0,0,0,0,0
ASV_67141,0,0,0,0,0,0,0
ASV_166349,0,0,0,0,0,0,0
ASV_164688,0,0,0,0,0,0,0
ASV_84743,0,0,0,0,0,0,0
ASV_31852,0,0,0,0,0,0,0
ASV_193157,0,0,0,0,0,0,0
ASV_55405,0,0,0,0,0,0,0
ASV_220062,0,0,0,0,0,0,0
ASV_94882,0,0,0,0,0,0,0
ASV_142266,0,0,0,0,0,0,0
ASV_242703,0,0,0,0,0,0,0
ASV_158732,0,0,0,0,0,0,0
ASV_218106,0,0,0,0,0,0,0
ASV_160595,0,0,0,0,0,0,0
ASV_221298,0,0,0,0,0,0,0
ASV_172042,0,0,0,0,0,0,0
ASV_98897,0,0,0,0,0,0,0
ASV_212714,0,0,0,0,0,0,0
ASV_21783,0,0,0,0,0,0,0
ASV_221177,0,0,0,0,0,0,0
ASV_83059,0,0,0,0,0,0,0
ASV_149478,0,0,0,0,0,0,0
ASV_192839,0,0,0,0,0,0,0
ASV_154807,0,0,0,0,0,0,0
ASV_88529,0,0,0,0,0,0,0
ASV_121007,0,0,0,0,0,0,0
ASV_120988,0,0,0,0,0,0,0
ASV_77062,0,0,0,0,0,0,0
ASV_148582,0,0,0,0,0,0,0
ASV_195741,0,0,0,0,0,0,0
ASV_201930,0,0,0,0,0,0,0
ASV_152633,0,0,0,0,0,0,0
ASV_74485,0,0,0,0,0,0,0
ASV_6767,0,0,0,0,0,0,0
ASV_56439,0,0,0,0,0,0,0
ASV_118609,0,0,0,0,0,0,0
ASV_87644,0,0,0,0,0,0,0
ASV_247839,0,0,0,0,0,0,0
ASV_23259,0,0,0,0,0,0,0
ASV_148745,0,0,0,0,0,0,0
ASV_175974,0,0,0,0,0,0,0
ASV_145067,0,0,0,0,0,0,0
ASV_63940,0,0,0,0,0,0,0
ASV_101693,0,0,0,0,0,0,0
ASV_60057,0,0,0,0,0,0,0
ASV_852,0,0,0,0,0,0,0
ASV_86305,0,0,0,0,0,0,0
ASV_212136,0,0,0,0,0,0,0
ASV_10488,0,0,0,0,0,0,0
ASV_252265,0,0,0,0,0,0,0
ASV_245858,0,0,0,0,0,0,0
ASV_184049,0,0,0,0,0,0,0
ASV_215196,0,0,0,0,0,0,0
ASV_241523,0,0,0,0,0,0,0
ASV_51407,0,0,0,0,0,0,0
ASV_166547,0,0,0,0,0,0,0
ASV_97141,0,0,0,0,0,0,0
ASV_146594,0,0,0,0,0,0,0
ASV_209177,0,0,0,0,0,0,0
ASV_180222,0,0,0,0,0,0,0
ASV_53131,0,0,0,0,0,0,0
ASV_183910,0,0,0,0,0,0,0
ASV_173145,0,0,0,0,0,0,0
ASV_41764,0,0,0,0,0,0,0
ASV_212593,0,0,0,0,0,0,0
ASV_22082,0,0,0,0,0,0,0
ASV_99539,0,0,0,0,0,0,0
ASV_46063,0,0,0,0,0,0,0
ASV_250121,0,0,0,0,0,0,0
ASV_209751,0,0,0,0,0,0,0
ASV_132129,0,0,0,0,0,0,0
ASV_80814,0,0,0,0,0,0,0
ASV_36324,0,0,0,0,0,0,0
ASV_15783,0,0,0,0,0,0,0
ASV_59062,0,0,0,0,0,0,0
ASV_122281,0,0,0,0,0,0,0
ASV_243619,0,0,0,0,0,0,0
ASV_25004,0,0,0,0,0,0,0
ASV_60087,0,0,0,0,0,0,0
ASV_219324,0,0,0,0,0,0,0
ASV_54661,0,0,0,0,0,0,0
ASV_60357,0,0,0,0,0,0,0
ASV_189114,0,0,0,0,0,0,0
ASV_29209,0,0,0,0,0,0,0
ASV_60039,0,0,0,0,0,0,0
ASV_98290,0,0,0,0,0,0,0
ASV_143656,0,0,0,0,0,0,0
ASV_239680,0,0,0,0,0,0,0
ASV_221247,0,0,0,0,0,0,0
ASV_211892,0,0,0,0,0,0,0
ASV_112533,0,0,0,0,0,0,0
ASV_78319,0,0,0,0,0,0,0
ASV_25436,0,0,0,0,0,0,0
ASV_169288,0,0,0,0,0,0,0
ASV_120110,0,0,0,0,0,0,0
ASV_238492,0,0,0,0,0,0,0
ASV_215065,0,0,0,0,0,0,0
ASV_128536,0,0,0,0,0,0,0
ASV_220427,0,0,0,0,0,0,0
ASV_155292,0,0,0,0,0,0,0
ASV_168018,0,0,0,0,0,0,0
ASV_190975,0,0,0,0,0,0,0
ASV_163515,0,0,0,0,0,0,0
ASV_144804,0,0,0,0,0,0,0
ASV_40278,0,0,0,0,0,0,0
ASV_222482,0,0,0,0,0,0,0
ASV_39072,0,0,0,0,0,0,0
ASV_21404,0,0,0,0,0,0,0
ASV_229590,0,0,0,0,0,0,0
ASV_78525,0,0,0,0,0,0,0
ASV_173320,0,0,0,0,0,0,0
ASV_168156,0,0,0,0,0,0,0
ASV_42377,0,0,0,0,0,0,0
ASV_30410,0,0,0,0,0,0,0
ASV_86068,0,0,0,0,0,0,0
ASV_61855,0,0,0,0,0,0,0
ASV_204938,0,0,0,0,0,0,0
ASV_180327,0,0,0,0,0,0,0
ASV_131756,0,0,0,0,0,0,0
ASV_118894,0,0,0,0,0,0,0
ASV_13313,0,0,0,0,0,0,0
ASV_249605,0,0,0,0,0,0,0
ASV_221910,0,0,0,0,0,0,0
ASV_245511,0,0,0,0,0,0,0
ASV_90731,0,0,0,0,0,0,0
ASV_32615,0,0,0,0,0,0,0
ASV_233197,0,0,0,0,0,0,0
ASV_6503,0,0,0,0,0,0,0
ASV_34909,0,0,0,0,0,0,0
ASV_135741,0,0,0,0,0,0,0
ASV_170518,0,0,0,0,0,0,0
ASV_246619,0,0,0,0,0,0,0
ASV_58139,0,0,0,0,0,0,0
ASV_85147,0,0,0,0,0,0,0
ASV_66630,0,0,0,0,0,0,0
ASV_50723,0,0,0,0,0,0,0
ASV_9859,0,0,0,0,0,0,0
ASV_227574,0,0,0,0,0,0,0
ASV_237403,0,0,0,0,0,0,0
ASV_182790,0,0,0,0,0,0,0
ASV_45478,0,0,0,0,0,0,0
ASV_33780,0,0,0,0,0,0,0
ASV_217461,0,0,0,0,0,0,0
ASV_81399,0,0,0,0,0,0,0
ASV_67655,0,0,0,0,0,0,0
ASV_119898,0,0,0,0,0,0,0
ASV_34213,0,0,0,0,0,0,0
ASV_69674,0,0,0,0,0,0,0
ASV_79010,0,0,0,0,0,0,0
ASV_151264,0,0,0,0,0,0,0
ASV_4991,0,0,0,0,0,0,0
ASV_248418,0,0,0,0,0,0,0
ASV_236530,0,0,0,0,0,0,0
ASV_173474,0,0,0,0,0,0,0
ASV_171873,0,0,0,0,0,0,0
ASV_163674,0,0,0,0,0,0,0
ASV_202775,0,0,0,0,0,0,0
ASV_224791,0,0,0,0,0,0,0
ASV_134204,0,0,0,0,0,0,0
ASV_191176,0,0,0,0,0,0,0
ASV_77411,0,0,0,0,0,0,0
ASV_242976,0,0,0,0,0,0,0
ASV_44872,0,0,0,0,0,0,0
ASV_154930,0,0,0,0,0,0,0
ASV_190364,0,0,0,0,0,0,0
ASV_112449,0,0,0,0,0,0,0
ASV_184612,0,0,0,0,0,0,0
ASV_17522,0,0,0,0,0,0,0
ASV_42719,0,0,0,0,0,0,0
ASV_156924,0,0,0,0,0,0,0
ASV_224679,0,0,0,0,0,0,0
ASV_181623,0,0,0,0,0,0,0
ASV_11006,0,0,0,0,0,0,0
ASV_192701,0,0,0,0,0,0,0
ASV_58541,0,0,0,0,0,0,0
ASV_131968,0,0,0,0,0,0,0
ASV_203799,0,0,0,0,0,0,0
ASV_84001,0,0,0,0,0,0,0
ASV_248164,0,0,0,0,0,0,0
ASV_67943,0,0,0,0,0,0,0
ASV_58615,0,0,0,0,0,0,0
ASV_119946,0,0,0,0,0,0,0
ASV_25726,0,0,0,0,0,0,0
ASV_46021,0,0,0,0,0,0,0
ASV_3499,0,0,0,0,0,0,0
ASV_218814,0,0,0,0,0,0,0
ASV_100426,0,0,0,0,0,0,0
ASV_174055,0,0,0,0,0,0,0
ASV_211571,0,0,0,0,0,0,0
ASV_118783,0,0,0,0,0,0,0
ASV_144915,0,0,0,0,0,0,0
ASV_100558,0,0,0,0,0,0,0
ASV_185364,0,0,0,0,0,0,0
ASV_216301,0,0,0,0,0,0,0
ASV_167817,0,0,0,0,0,0,0
ASV_41096,0,0,0,0,0,0,0
ASV_233803,0,0,0,0,0,0,0
ASV_198025,0,0,0,0,0,0,0
ASV_97361,0,0,0,0,0,0,0
ASV_201263,0,0,0,0,0,0,0
ASV_251988,0,0,0,0,0,0,0
ASV_202098,0,0,0,0,0,0,0
ASV_11931,0,0,0,0,0,0,0
ASV_132235,0,0,0,0,0,0,0
ASV_32572,0,0,0,0,0,0,0
ASV_251824,0,0,0,0,0,0,0
ASV_221387,0,0,0,0,0,0,0
ASV_32646,0,0,0,0,0,0,0
ASV_206099,0,0,0,0,0,0,0
ASV_114215,0,0,0,0,0,0,0
ASV_143851,0,0,0,0,0,0,0
ASV_160799,0,0,0,0,0,0,0
ASV_44536,0,0,0,0,0,0,0
ASV_243698,0,0,0,0,0,0,0
ASV_16700,0,0,0,0,0,0,0
ASV_3372,0,0,0,0,0,0,0
ASV_14320,0,0,0,0,0,0,0
ASV_207348,0,0,0,0,0,0,0
ASV_167029,0,0,0,0,0,0,0
ASV_24777,0,0,0,0,0,0,0
ASV_104335,0,0,0,0,0,0,0
ASV_169166,0,0,0,0,0,0,0
ASV_159039,0,0,0,0,0,0,0
ASV_66372,0,0,0,0,0,0,0
ASV_130514,0,0,0,0,0,0,0
ASV_215743,0,0,0,0,0,0,0
ASV_104077,0,0,0,0,0,0,0
ASV_120214,0,0,0,0,0,0,0
ASV_78979,0,0,0,0,0,0,0
ASV_196138,0,0,0,0,0,0,0
ASV_240261,0,0,0,0,0,0,0
ASV_10375,0,0,0,0,0,0,0
ASV_231255,0,0,0,0,0,0,0
ASV_28788,0,0,0,0,0,0,0
ASV_10877,0,0,0,0,0,0,0
ASV_25458,0,0,0,0,0,0,0
ASV_247752,0,0,0,0,0,0,0
ASV_124483,0,0,0,0,0,0,0
ASV_1131,0,0,0,0,0,0,0
ASV_123853,0,0,0,0,0,0,0
ASV_234248,0,0,0,0,0,0,0
ASV_96668,0,0,0,0,0,0,0
ASV_230588,0,0,0,0,0,0,0
ASV_103355,0,0,0,0,0,0,0
ASV_24119,0,0,0,0,0,0,0
ASV_245995,0,0,0,0,0,0,0
ASV_204579,0,0,0,0,0,0,0
ASV_15115,0,0,0,0,0,0,0
ASV_217308,0,0,0,0,0,0,0
ASV_173459,0,0,0,0,0,0,0
ASV_156827,0,0,0,0,0,0,0
ASV_177133,0,0,0,0,0,0,0
ASV_245579,0,0,0,0,0,0,0
ASV_247453,0,0,0,0,0,0,0
ASV_194316,0,0,0,0,0,0,0
ASV_168022,0,0,0,0,0,0,0
ASV_119402,0,0,0,0,0,0,0
ASV_88484,0,0,0,0,0,0,0
ASV_33423,0,0,0,0,0,0,0
ASV_234519,0,0,0,0,0,0,0
ASV_96842,0,0,0,0,0,0,0
ASV_85096,0,0,0,0,0,0,0
ASV_111262,0,0,0,0,0,0,0
ASV_224259,0,0,0,0,0,0,0
ASV_180619,0,0,0,0,0,0,0
ASV_131712,0,0,0,0,0,0,0
ASV_135853,0,0,0,0,0,0,0
ASV_107485,0,0,0,0,0,0,0
ASV_174464,0,0,0,0,0,0,0
ASV_251274,0,0,0,0,0,0,0
ASV_190883,0,0,0,0,0,0,0
ASV_171877,0,0,0,0,0,0,0
ASV_106740,0,0,0,0,0,0,0
ASV_129893,0,0,0,0,0,0,0
ASV_155604,0,0,0,0,0,0,0
ASV_226743,0,0,0,0,0,0,0
ASV_29415,0,0,0,0,0,0,0
ASV_175263,0,0,0,0,0,0,0
ASV_52861,0,0,0,0,0,0,0
ASV_190298,0,0,0,0,0,0,0
ASV_161409,0,0,0,0,0,0,0
ASV_211826,0,0,0,0,0,0,0
ASV_177642,0,0,0,0,0,0,0
ASV_219310,0,0,0,0,0,0,0
ASV_177203,0,0,0,0,0,0,0
ASV_218776,0,0,0,0,0,0,0
ASV_158562,0,0,0,0,0,0,0
ASV_14398,0,0,0,0,0,0,0
ASV_35073,0,0,0,0,0,0,0
ASV_55783,0,0,0,0,0,0,0
ASV_16761,0,0,0,0,0,0,0
ASV_35726,0,0,0,0,0,0,0
ASV_85125,0,0,0,0,0,0,0
ASV_147492,0,0,0,0,0,0,0
ASV_3324,0,0,0,0,0,0,0
ASV_78317,0,0,0,0,0,0,0
ASV_160865,0,0,0,0,0,0,0
ASV_40910,0,0,0,0,0,0,0
ASV_76512,0,0,0,0,0,0,0
ASV_205254,0,0,0,0,0,0,0
ASV_78380,0,0,0,0,0,0,0
ASV_161039,0,0,0,0,0,0,0
ASV_213335,0,0,0,0,0,0,0
ASV_188874,0,0,0,0,0,0,0
ASV_63597,0,0,0,0,0,0,0
ASV_193875,0,0,0,0,0,0,0
ASV_142715,0,0,0,0,0,0,0
ASV_25393,0,0,0,0,0,0,0
ASV_206773,0,0,0,0,0,0,0
ASV_64402,0,0,0,0,0,0,0
ASV_199979,0,0,0,0,0,0,0
ASV_60112,0,0,0,0,0,0,0
ASV_162803,0,0,0,0,0,0,0
ASV_215897,0,0,0,0,0,0,0
ASV_73942,0,0,0,0,0,0,0
ASV_213456,0,0,0,0,0,0,0
ASV_195682,0,0,0,0,0,0,0
ASV_23146,0,0,0,0,0,0,0
ASV_883,0,0,0,0,0,0,0
ASV_226366,0,0,0,0,0,0,0
ASV_243322,0,0,0,0,0,0,0
ASV_139795,0,0,0,0,0,0,0
ASV_43672,0,0,0,0,0,0,0
ASV_252579,0,0,0,0,0,0,0
ASV_163838,0,0,0,0,0,0,0
ASV_31409,0,0,0,0,0,0,0
ASV_94330,0,0,0,0,0,0,0
ASV_160979,0,0,0,0,0,0,0
ASV_121156,0,0,0,0,0,0,0
ASV_24708,0,0,0,0,0,0,0
ASV_135387,0,0,0,0,0,0,0
ASV_172477,0,0,0,0,0,0,0
ASV_19052,0,0,0,0,0,0,0
ASV_12717,0,0,0,0,0,0,0
ASV_214059,0,0,0,0,0,0,0
ASV_34893,0,0,0,0,0,0,0
ASV_61327,0,0,0,0,0,0,0
ASV_185475,0,0,0,0,0,0,0
ASV_123145,0,0,0,0,0,0,0
ASV_31150,0,0,0,0,0,0,0
ASV_71924,0,0,0,0,0,0,0
ASV_205860,0,0,0,0,0,0,0
ASV_100560,0,0,0,0,0,0,0
ASV_20751,0,0,0,0,0,0,0
ASV_142113,0,0,0,0,0,0,0
ASV_102377,0,0,0,0,0,0,0
ASV_110395,0,0,0,0,0,0,0
ASV_45365,0,0,0,0,0,0,0
ASV_104804,0,0,0,0,0,0,0
ASV_22848,0,0,0,0,0,0,0
ASV_46514,0,0,0,0,0,0,0
ASV_22765,0,0,0,0,0,0,0
ASV_153921,0,0,0,0,0,0,0
ASV_212106,0,0,0,0,0,0,0
ASV_111317,0,0,0,0,0,0,0
ASV_169312,0,0,0,0,0,0,0
ASV_192412,0,0,0,0,0,0,0
ASV_90689,0,0,0,0,0,0,0
ASV_239971,0,0,0,0,0,0,0
ASV_10767,0,0,0,0,0,0,0
ASV_153765,0,0,0,0,0,0,0
ASV_250492,0,0,0,0,0,0,0
ASV_203819,0,0,0,0,0,0,0
ASV_68395,0,0,0,0,0,0,0
ASV_56006,0,0,0,0,0,0,0
ASV_214743,0,0,0,0,0,0,0
ASV_227084,0,0,0,0,0,0,0
ASV_135205,0,0,0,0,0,0,0
ASV_42832,0,0,0,0,0,0,0
ASV_131892,0,0,0,0,0,0,0
ASV_190684,0,0,0,0,0,0,0
ASV_3254,0,0,0,0,0,0,0
ASV_75506,0,0,0,0,0,0,0
ASV_209026,0,0,0,0,0,0,0
ASV_221263,0,0,0,0,0,0,0
ASV_172678,0,0,0,0,0,0,0
ASV_212113,0,0,0,0,0,0,0
ASV_163355,0,0,0,0,0,0,0
ASV_73612,0,0,0,0,0,0,0
ASV_237465,0,0,0,0,0,0,0
ASV_12981,0,0,0,0,0,0,0
ASV_150827,0,0,0,0,0,0,0
ASV_79283,0,0,0,0,0,0,0
ASV_57985,0,0,0,0,0,0,0
ASV_132472,0,0,0,0,0,0,0
ASV_204133,0,0,0,0,0,0,0
ASV_247268,0,0,0,0,0,0,0
ASV_170340,0,0,0,0,0,0,0
ASV_183357,0,0,0,0,0,0,0
ASV_212405,0,0,0,0,0,0,0
ASV_52582,0,0,0,0,0,0,0
ASV_208494,0,0,0,0,0,0,0
ASV_34002,0,0,0,0,0,0,0
ASV_68562,0,0,0,0,0,0,0
ASV_132924,0,0,0,0,0,0,0
ASV_15792,0,0,0,0,0,0,0
ASV_96291,0,0,0,0,0,0,0
ASV_188819,0,0,0,0,0,0,0
ASV_20433,0,0,0,0,0,0,0
ASV_200668,0,0,0,0,0,0,0
ASV_9019,0,0,0,0,0,0,0
ASV_117296,0,0,0,0,0,0,0
ASV_66621,0,0,0,0,0,0,0
ASV_180890,0,0,0,0,0,0,0
ASV_2589,0,0,0,0,0,0,0
ASV_201928,0,0,0,0,0,0,0
ASV_165059,0,0,0,0,0,0,0
ASV_34209,0,0,0,0,0,0,0
ASV_18901,0,0,0,0,0,0,0
ASV_188386,0,0,0,0,0,0,0
ASV_163569,0,0,0,0,0,0,0
ASV_84584,0,0,0,0,0,0,0
ASV_221602,0,0,0,0,0,0,0
ASV_148331,0,0,0,0,0,0,0
ASV_66149,0,0,0,0,0,0,0
ASV_215083,0,0,0,0,0,0,0
ASV_80302,0,0,0,0,0,0,0
ASV_170390,0,0,0,0,0,0,0
ASV_242213,0,0,0,0,0,0,0
ASV_116327,0,0,0,0,0,0,0
ASV_13849,0,0,0,0,0,0,0
ASV_68104,0,0,0,0,0,0,0
ASV_150566,0,0,0,0,0,0,0
ASV_46202,0,0,0,0,0,0,0
ASV_113983,0,0,0,0,0,0,0
ASV_247620,0,0,0,0,0,0,0
ASV_148446,0,0,0,0,0,0,0
ASV_22309,0,0,0,0,0,0,0
ASV_148794,0,0,0,0,0,0,0
ASV_213983,0,0,0,0,0,0,0
ASV_125534,0,0,0,0,0,0,0
ASV_72108,0,0,0,0,0,0,0
ASV_48499,0,0,0,0,0,0,0
ASV_68575,0,0,0,0,0,0,0
ASV_196933,0,0,0,0,0,0,0
ASV_194330,0,0,0,0,0,0,0
ASV_229636,0,0,0,0,0,0,0
ASV_252290,0,0,0,0,0,0,0
ASV_64649,0,0,0,0,0,0,0
ASV_189518,0,0,0,0,0,0,0
ASV_72747,0,0,0,0,0,0,0
ASV_106535,0,0,0,0,0,0,0
ASV_208567,0,0,0,0,0,0,0
ASV_179284,0,0,0,0,0,0,0
ASV_180189,0,0,0,0,0,0,0
ASV_114406,0,0,0,0,0,0,0
ASV_80104,0,0,0,0,0,0,0
ASV_27533,0,0,0,0,0,0,0
ASV_120743,0,0,0,0,0,0,0
ASV_49977,0,0,0,0,0,0,0
ASV_30973,0,0,0,0,0,0,0
ASV_49660,0,0,0,0,0,0,0
ASV_245415,0,0,0,0,0,0,0
ASV_14115,0,0,0,0,0,0,0
ASV_207793,0,0,0,0,0,0,0
ASV_161493,0,0,0,0,0,0,0
ASV_31625,0,0,0,0,0,0,0
ASV_133455,0,0,0,0,0,0,0
ASV_223304,0,0,0,0,0,0,0
ASV_161416,0,0,0,0,0,0,0
ASV_26468,0,0,0,0,0,0,0
ASV_154748,0,0,0,0,0,0,0
ASV_156124,0,0,0,0,0,0,0
ASV_160026,0,0,0,0,0,0,0
ASV_158992,0,0,0,0,0,0,0
ASV_131915,0,0,0,0,0,0,0
ASV_153702,0,0,0,0,0,0,0
ASV_241154,0,0,0,0,0,0,0
ASV_244213,0,0,0,0,0,0,0
ASV_73712,0,0,0,0,0,0,0
ASV_86890,0,0,0,0,0,0,0
ASV_223484,0,0,0,0,0,0,0
ASV_207888,0,0,0,0,0,0,0
ASV_123290,0,0,0,0,0,0,0
ASV_106802,0,0,0,0,0,0,0
ASV_92899,0,0,0,0,0,0,0
ASV_79917,0,0,0,0,0,0,0
ASV_185439,0,0,0,0,0,0,0
ASV_27697,0,0,0,0,0,0,0
ASV_174620,0,0,0,0,0,0,0
ASV_228216,0,0,0,0,0,0,0
ASV_52193,0,0,0,0,0,0,0
ASV_152157,0,0,0,0,0,0,0
ASV_206845,0,0,0,0,0,0,0
ASV_238848,0,0,0,0,0,0,0
ASV_69034,0,0,0,0,0,0,0
ASV_24297,0,0,0,0,0,0,0
ASV_27777,0,0,0,0,0,0,0
ASV_193383,0,0,0,0,0,0,0
ASV_127902,0,0,0,0,0,0,0
ASV_215634,0,0,0,0,0,0,0
ASV_205879,0,0,0,0,0,0,0
ASV_239853,0,0,0,0,0,0,0
ASV_70550,0,0,0,0,0,0,0
ASV_14729,0,0,0,0,0,0,0
ASV_132963,0,0,0,0,0,0,0
ASV_9261,0,0,0,0,0,0,0
ASV_6793,0,0,0,0,0,0,0
ASV_27969,0,0,0,0,0,0,0
ASV_213722,0,0,0,0,0,0,0
ASV_180165,0,0,0,0,0,0,0
ASV_55686,0,0,0,0,0,0,0
ASV_171548,0,0,0,0,0,0,0
ASV_194628,0,0,0,0,0,0,0
ASV_151350,0,0,0,0,0,0,0
ASV_132432,0,0,0,0,0,0,0
ASV_153381,0,0,0,0,0,0,0
ASV_128015,0,0,0,0,0,0,0
ASV_109271,0,0,0,0,0,0,0
ASV_41413,0,0,0,0,0,0,0
ASV_145276,0,0,0,0,0,0,0
ASV_92489,0,0,0,0,0,0,0
ASV_78552,0,0,0,0,0,0,0
ASV_159607,0,0,0,0,0,0,0
ASV_86954,0,0,0,0,0,0,0
ASV_230226,0,0,0,0,0,0,0
ASV_201838,0,0,0,0,0,0,0
ASV_53239,0,0,0,0,0,0,0
ASV_94231,0,0,0,0,0,0,0
ASV_203567,0,0,0,0,0,0,0
ASV_76179,0,0,0,0,0,0,0
ASV_225720,0,0,0,0,0,0,0
ASV_112717,0,0,0,0,0,0,0
ASV_28212,0,0,0,0,0,0,0
ASV_223639,0,0,0,0,0,0,0
ASV_25338,0,0,0,0,0,0,0
ASV_6274,0,0,0,0,0,0,0
ASV_205435,0,0,0,0,0,0,0
ASV_139061,0,0,0,0,0,0,0
ASV_142631,0,0,0,0,0,0,0
ASV_125025,0,0,0,0,0,0,0
ASV_248504,0,0,0,0,0,0,0
ASV_89706,0,0,0,0,0,0,0
ASV_98600,0,0,0,0,0,0,0
ASV_31581,0,0,0,0,0,0,0
ASV_60614,0,0,0,0,0,0,0
ASV_183395,0,0,0,0,0,0,0
ASV_173292,0,0,0,0,0,0,0
ASV_166903,0,0,0,0,0,0,0
ASV_186525,0,3.19E-05,0,0,0,0,0
ASV_15096,0,0,0,0,0,0,0
ASV_130520,0,0,0,0,0,0,0
ASV_214301,0,0,0,0,0,0,0
ASV_87275,0,0,0,0,0,0,0
ASV_93129,0,0,0,0,0,0,0
ASV_101425,0,0,0,0,0,0,0
ASV_64159,0,0,0,0,0,0,0
ASV_58594,0,0,0,0,0,0,0
ASV_69922,0,0,0,0,0,0,0
ASV_237545,0,3.19E-05,0,0,0,0,0
ASV_232974,0,0,0,0,0,0,0
ASV_91401,0,0,0,3.19E-05,0,0,0
ASV_188683,0,0,0,0,0,0,0
ASV_71274,0,0,0,0,0,0,0
ASV_202668,0,0,0,0,0,0,0
ASV_48546,0,0,0,0,0,0,0
ASV_24453,0,0,0,0,0,0,0
ASV_72246,0,3.19E-05,0,0,0,0,0
ASV_211135,0,0,0,0,0,0,0
ASV_97819,0,0,0,0,0,0,0
ASV_207173,0,0,0,0,0,0,0
ASV_87366,0,0,0,3.19E-05,0,0,0
ASV_155736,0,0,0,3.19E-05,0,0,0
ASV_216494,0,0,0,0,0,0,0
ASV_169413,0,0,0,0,0,0,0
ASV_25451,0,0,0,0,0,0,0
ASV_116994,0,0,0,0,0,0,0
ASV_248103,0,0,0,0,0,0,0
ASV_178481,0,0,0,0,0,0,0
ASV_170002,0,0,0,0,0,0,0
ASV_203172,0,0,0,0,0,0,0
ASV_157486,0,0,0,0,0,0,0
ASV_232219,0,0,0,0,0,0,0
ASV_227021,0,0,0,0,0,0,0
ASV_117088,0,0,0,3.19E-05,0,0,0
ASV_22415,0,0,0,0,0,0,0
ASV_194306,0,0,0,0,0,0,0
ASV_89810,0,0,0,3.19E-05,0,0,0
ASV_79634,0,0,0,0,0,0,0
ASV_114361,0,0,0,0,0,0,0
ASV_205189,0,0,0,0,0,0,0
ASV_233316,0,3.19E-05,0,0,0,0,0
ASV_16755,0,0,0,0,0,0,0
ASV_148026,0,0,0,0,0,0,0
ASV_176799,0,0,0,0,0,0,0
ASV_160017,0,0,0,0,0,0,0
ASV_175292,0,6.37E-05,0,0,0,0,0
ASV_195211,0,0,0,0,0,0,0
ASV_62637,0,0,0,0,0,0,0
ASV_242909,0,0,0,0,0,0,0
ASV_163013,0,0,0,0,0,0,0
ASV_85777,0,0,0,0,0,0,0
ASV_118249,0,0,0,0,0,0,0
ASV_228605,0,0,0,0,0,0,0
ASV_139349,0,0,0,0,0,0,0
ASV_140560,0,0,0,0,0,0,0
ASV_26564,0,3.19E-05,0,0,0,0,0
ASV_45712,0,0,0,0,0,0,0
ASV_88880,0,0,0,0,0,0,0
ASV_227004,0,0,0,0,0,0,0
ASV_216263,0,0,0,3.19E-05,0,0,0
ASV_125503,0,0,0,0,0,0,0
ASV_117672,0,0,0,0,0,0,0
ASV_65493,0,0,0,0,0,0,0
ASV_210729,0,0,0,3.19E-05,0,0,0
ASV_85359,0,0,0,0,0,0,0
ASV_243330,0,0,0,3.19E-05,0,0,0
ASV_211633,0,0,0,0,0,0,0
ASV_148961,0,0,0,0,0,0,0
ASV_49306,0,0,0,0,0,0,0
ASV_96816,0,0,0,0,0,0,0
ASV_217390,0,0,0,0,0,0,0
ASV_88955,0,0,0,0,0,0,0
ASV_74154,0,0,0,0,0,0,0
ASV_43616,0,0,0,0,0,0,0
ASV_234372,0,0,0,0,0,0,0
ASV_223042,0,3.19E-05,0,0,0,0,0
ASV_211786,0,0,0,0,0,0,0
ASV_100812,0,0,0,0,0,0,0
ASV_147247,0,0,0,0,0,0,0
ASV_66529,0,0,0,0,0,0,0
ASV_133709,0,0,0,0,0,0,0
ASV_247379,0,0,0,0,0,0,0
ASV_41470,0,0,0,0,0,0,0
ASV_164826,0,0,0,0,0,0,0
ASV_74725,0,0,0,0,0,0,0
ASV_84089,0,0,0,0,0,0,0
ASV_186401,0,0,0,0,0,0,0
ASV_37084,0,0,0,0,0,0,0
ASV_108989,0,0,0,0,0,0,0
ASV_116049,0,0,0,0,0,0,0
