,RM1,RM2,RM3,RM4,RM5,RM6,RM7
ASV_224335,0,0,0,0,0,0,0
ASV_226865,0,0,0,0,0,0,0
ASV_216973,0,0,0,0,0,0,0
ASV_4881,0,0,0,0,0,0,0
ASV_252366,0,0,0,0,0,0,0
ASV_205079,0,0,0,0,0,0,0
ASV_46076,0,0,0,0,0,0,0
ASV_190695,0,0,0,0,0,0,0
ASV_110130,0,0,0,0,0,0,0
ASV_125446,0,0,0,0,0,0,0
ASV_9732,0,0,0,0,0,0,0
ASV_240028,0,0,0,0,0,0,0
ASV_506,0,0,0,0,0,0,0
ASV_218369,0,0,0,0,0,0,0
ASV_10968,0,0,0,0,0,0,0
ASV_82650,0,0,0,0,0,0,0
ASV_90264,0,0,0,0,0,0,0
ASV_185209,0,0,0,0,0,0,0
ASV_52306,0,0,0,0,0,0,0
ASV_193624,0,0,0,0,0,0,0
ASV_76230,0,0,0,0,0,0,0
ASV_15410,0,0,0,0,0,0,0
ASV_114939,0,0,0,0,0,0,0
ASV_227244,0,0,0,0,0,0,0
ASV_250621,0,0,0,0,0,0,0
ASV_21468,0,0,0,0,0,0,0
ASV_172202,0,0,0,0,0,0,0
ASV_165329,0,0,0,0,0,0,0
ASV_34682,0,0,0,0,0,0,0
ASV_138868,0,0,0,0,0,0,0
ASV_245035,0,0,0,0,0,0,0
ASV_240500,0,0,0,0,0,0,0
ASV_100978,0,0,0,0,0,0,0
ASV_237328,0,0,0,0,0,0,0
ASV_128107,0,0,0,0,0,0,0
ASV_172116,0,0,0,0,0,0,0
ASV_99128,0,0,0,0,0,0,0
ASV_203116,0,0,0,0,0,0,0
ASV_246265,0,0,0,0,0,0,0
ASV_246701,0,0,0,0,0,0,0
ASV_137124,0,0,0,0,0,0,0
ASV_230752,0,0,0,0,0,0,0
ASV_243008,0,0,0,0,0,0,0
ASV_175825,0,0,0,0,0,0,0
ASV_125277,0,0,0,0,0,0,0
ASV_108248,0,0,0,0,0,0,0
ASV_172975,0,0,0,0,0,0,0
ASV_122575,0,0,0,0,0,0,0
ASV_195914,0,0,0,0,0,0,0
ASV_180422,0,0,0,0,0,0,0
ASV_45156,0,0,0,0,0,0,0
ASV_61826,0,0,0,0,0,0,0
ASV_154603,0,0,0,0,0,0,0
ASV_101791,0,0,0,0,0,0,0
ASV_149992,0,0,0,0,0,0,0
ASV_200889,0,0,0,0,0,0,0
ASV_109440,0,0,0,0,0,0,0
ASV_226353,0,0,0,0,0,0,0
ASV_227904,0,0,0,0,0,0,0
ASV_207658,0,0,0,0,0,0,0
ASV_220306,0,0,0,0,0,0,0
ASV_42378,0,0,0,0,0,0,0
ASV_14174,0,0,0,0,0,0,0
ASV_33529,0,0,0,0,0,0,0
ASV_113468,0,0,0,0,0,0,0
ASV_92776,0,0,0,0,0,0,0
ASV_129763,0,0,0,0,0,0,0
ASV_149118,0,0,0,0,0,0,0
ASV_242,0,0,0,0,0,0,0
ASV_223707,0,0,0,0,0,0,0
ASV_181279,0,0,0,0,0,0,0
ASV_16195,0,0,0,0,0,0,0
ASV_56782,0,0,0,0,0,0,0
ASV_211100,0,0,0,0,0,0,0
ASV_206658,0,0,0,0,0,0,0
ASV_105676,0,0,0,0,0,0,0
ASV_178849,0,0,0,0,0,0,0
ASV_24669,0,0,0,0,0,0,0
ASV_80051,0,0,0,0,0,0,0
ASV_169638,0,0,0,0,0,0,0
ASV_206014,0,0,0,0,0,0,0
ASV_3377,0,0,0,0,0,0,0
ASV_56495,0,0,0,0,0,0,0
ASV_45597,0,0,0,0,0,0,0
ASV_104674,0,0,0,0,0,0,0
ASV_64191,0,0,0,0,0,0,0
ASV_242695,0,0,0,0,0,0,0
ASV_150338,0,0,0,0,0,0,0
ASV_20528,0,0,0,0,0,0,0
ASV_6074,0,0,0,0,0,0,0
ASV_210664,0,0,0,0,0,0,0
ASV_24047,0,0,0,0,0,0,0
ASV_252547,0,0,0,0,0,0,0
ASV_80620,0,0,0,0,0,0,0
ASV_242036,0,0,0,0,0,0,0
ASV_97395,0,0,0,0,0,0,0
ASV_241921,0,0,0,0,0,0,0
ASV_232554,0,0,0,0,0,0,0
ASV_183981,0,0,0,0,0,0,0
ASV_59723,0,0,0,0,0,0,0
ASV_181725,0,0,0,0,0,0,0
ASV_16189,0,0,0,0,0,0,0
ASV_129630,0,0,0,0,0,0,0
ASV_42401,0,0,0,0,0,0,0
ASV_179389,0,0,0,0,0,0,0
ASV_113995,0,0,0,0,0,0,0
ASV_202700,0,0,0,0,0,0,0
ASV_75522,0,0,0,0,0,0,0
ASV_68911,0,0,0,0,0,0,0
ASV_202517,0,0,0,0,0,0,0
ASV_59684,0,0,0,0,0,0,0
ASV_84447,0,0,0,0,0,0,0
ASV_157978,0,0,0,0,0,0,0
ASV_20509,0,0,0,0,0,0,0
ASV_48589,0,0,0,0,0,0,0
ASV_245192,0,0,0,0,0,0,0
ASV_197231,0,0,0,0,0,0,0
ASV_242813,0,0,0,0,0,0,0
ASV_3480,0,0,0,0,0,0,0
ASV_120789,0,0,0,0,0,0,0
ASV_195431,0,0,0,0,0,0,0
ASV_33460,0,0,0,0,0,0,0
ASV_130109,0,0,0,0,0,0,0
ASV_72039,0,0,0,0,0,0,0
ASV_160374,0,0,0,0,0,0,0
ASV_200689,0,0,0,0,0,0,0
ASV_57582,0,0,0,0,0,0,0
ASV_231537,0,0,0,0,0,0,0
ASV_88775,0,0,0,0,0,0,0
ASV_151574,0,0,0,0,0,0,0
ASV_116022,0,0,0,0,0,0,0
ASV_244795,0,0,0,0,0,0,0
ASV_105972,0,0,0,0,0,0,0
ASV_53460,0,0,0,0,0,0,0
ASV_6038,0,0,0,0,0,0,0
ASV_108434,0,0,0,0,0,0,0
ASV_233282,0,0,0,0,0,0,0
ASV_109697,0,0,0,0,0,0,0
ASV_87143,0,0,0,0,0,0,0
ASV_244941,0,0,0,0,0,0,0
ASV_122863,0,0,0,0,0,0,0
ASV_196888,0,0,0,0,0,0,0
ASV_90327,0,0,0,0,0,0,0
ASV_171691,0,0,0,0,0,0,0
ASV_77390,0,0,0,0,0,0,0
ASV_146902,0,0,0,0,0,0,0
ASV_32348,0,0,0,0,0,0,0
ASV_62155,0,0,0,0,0,0,0
ASV_188007,0,0,0,0,0,0,0
ASV_189841,0,0,0,0,0,0,0
ASV_13157,0,0,0,0,0,0,0
ASV_141036,0,0,0,0,0,0,0
ASV_207518,0,0,0,0,0,0,0
ASV_155500,0,0,0,0,0,0,0
ASV_192965,0,0,0,0,0,0,0
ASV_111011,0,0,0,0,0,0,0
ASV_137240,0,0,0,0,0,0,0
ASV_61794,0,0,0,0,0,0,0
ASV_112268,0,0,0,0,0,0,0
ASV_89328,0,0,0,0,0,0,0
ASV_201895,0,0,0,0,0,0,0
ASV_203061,0,0,0,0,0,0,0
ASV_97308,0,0,0,0,0,0,0
ASV_34697,0,0,0,0,0,0,0
ASV_136987,0,0,0,0,0,0,0
ASV_146621,0,0,0,0,0,0,0
ASV_23111,0,0,0,0,0,0,0
ASV_80634,0,0,0,0,0,0,0
ASV_141068,0,0,0,0,0,0,0
ASV_232387,0,0,0,0,0,0,0
ASV_247606,0,0,0,0,0,0,0
ASV_45327,0,0,0,0,0,0,0
ASV_110531,0,0,0,0,0,0,0
ASV_24911,0,0,0,0,0,0,0
ASV_142255,0,0,0,0,0,0,0
ASV_76682,0,0,0,0,0,0,0
ASV_12721,0,0,0,0,0,0,0
ASV_61531,0,0,0,0,0,0,0
ASV_76516,0,0,0,0,0,0,0
ASV_75071,0,0,0,0,0,0,0
ASV_213883,0,0,0,0,0,0,0
ASV_100587,0,0,0,0,0,0,0
ASV_67673,0,0,0,0,0,0,0
ASV_20073,0,0,0,0,0,0,0
ASV_115594,0,0,0,0,0,0,0
ASV_173455,0,0,0,0,0,0,0
ASV_62580,0,0,0,0,0,0,0
ASV_64672,0,0,0,0,0,0,0
ASV_163234,0,0,0,0,0,0,0
ASV_198240,0,0,0,0,0,0,0
ASV_132351,0,0,0,0,0,0,0
ASV_34163,0,0,0,0,0,0,0
ASV_92280,0,0,0,0,0,0,0
ASV_205927,0,0,0,0,0,0,0
ASV_228670,0,0,0,0,0,0,0
ASV_36243,0,0,0,0,0,0,0
ASV_175410,0,0,0,0,0,0,0
ASV_11015,0,0,0,0,0,0,0
ASV_241309,0,0,0,0,0,0,0
ASV_76034,0,0,0,0,0,0,0
ASV_236452,0,0,0,0,0,0,0
ASV_173257,0,0,0,0,0,0,0
ASV_212719,0,0,0,0,0,0,0
ASV_13623,0,0,0,0,0,0,0
ASV_239152,0,0,0,0,0,0,0
ASV_24561,0,0,0,0,0,0,0
ASV_67960,0,0,0,0,0,0,0
ASV_86517,0,0,0,0,0,0,0
ASV_233260,0,0,0,0,0,0,0
ASV_49055,0,0,0,0,0,0,0
ASV_212647,0,0,0,0,0,0,0
ASV_220956,0,0,0,0,0,0,0
ASV_19495,0,0,0,0,0,0,0
ASV_108139,0,0,0,0,0,0,0
ASV_241639,0,0,0,0,0,0,0
ASV_31058,0,0,0,0,0,0,0
ASV_231870,0,0,0,0,0,0,0
ASV_204401,0,0,0,0,0,0,0
ASV_217274,0,0,0,0,0,0,0
ASV_3844,0,0,0,0,0,0,0
ASV_223467,0,0,0,0,0,0,0
ASV_32040,0,0,0,0,0,0,0
ASV_84423,0,0,0,0,0,0,0
ASV_42012,0,0,0,0,0,0,0
ASV_190139,0,0,0,0,0,0,0
ASV_155554,0,0,0,0,0,0,0
ASV_134420,0,0,0,0,0,0,0
ASV_176798,0,0,0,0,0,0,0
ASV_60066,0,0,0,0,0,0,0
ASV_154184,0,0,0,0,0,0,0
ASV_221217,0,0,0,0,0,0,0
ASV_162314,0,0,0,0,0,0,0
ASV_20695,0,0,0,0,0,0,0
ASV_219582,0,0,0,0,0,0,0
ASV_68539,0,0,0,0,0,0,0
ASV_75377,0,0,0,0,0,0,0
ASV_164720,0,0,0,0,0,0,0
ASV_5971,0,0,0,0,0,0,0
ASV_107204,0,0,0,0,0,0,0
ASV_138165,0,0,0,0,0,0,0
ASV_118368,0,0,0,0,0,0,0
ASV_67520,0,0,0,0,0,0,0
ASV_163857,0,0,0,0,0,0,0
ASV_248070,0,0,0,0,0,0,0
ASV_223538,0,0,0,0,0,0,0
ASV_9102,0,0,0,0,0,0,0
ASV_74560,0,0,0,0,0,0,0
ASV_70701,0,0,0,0,0,0,0
ASV_111742,0,0,0,0,0,0,0
ASV_209551,0,0,0,0,0,0,0
ASV_133127,0,0,0,0,0,0,0
ASV_34,0,0,0,0,0,0,0
ASV_33229,0,0,0,0,0,0,0
ASV_2033,0,0,0,0,0,0,0
ASV_87491,0,0,0,0,0,0,0
ASV_9583,0,6.37E-05,0,0,0,0,0
ASV_17258,0,0,0,0,0,0,0
ASV_203492,0,0,0,0,0,0,0
ASV_56033,0,0,0,0,0,0,0
ASV_118131,0,0,0,0,0,0,0
ASV_197264,0,0,0,0,0,0,0
ASV_21471,0,0,0,0,0,0,0
ASV_154046,0,0,0,0,0,0,0
ASV_18436,0,0,0,0,0,0,0
ASV_15667,0,0,0,0,0,0,0
ASV_245442,0,0,0,0,0,0,0
ASV_24685,0,0,0,0,0,0,0
ASV_200511,0,0,0,0,0,0,0
ASV_52872,0,0,0,0,0,0,0
ASV_185137,0,0,0,0,0,0,0
ASV_94046,0,0,0,0,0,0,0
ASV_64089,0,0,0,0,0,0,0
ASV_245472,0.000127458,0,0,0,0,0,0
ASV_76722,0.000127458,0,0,0,0,0,0
ASV_140970,9.56E-05,0,0,0,0,0,0
ASV_2104,0.000127458,0,0,0,0,0,0
ASV_154584,3.19E-05,0,0,0,0,0,0
ASV_192803,9.56E-05,0,0,0,0,0,0
ASV_1213,9.56E-05,0,0,0,0,0,0
ASV_104140,9.56E-05,0,0,0,0,0,0
ASV_251227,0,0,0,0,0,0,3.19E-05
ASV_250875,3.19E-05,0,0,0,0,0,0
ASV_53279,6.37E-05,0,0,0,0,0,0
ASV_217197,3.19E-05,0,0,0,0,0,0
ASV_69177,6.37E-05,3.19E-05,0,0,0,0,0
ASV_65054,3.19E-05,0,0,0,0,6.37E-05,0
ASV_128254,3.19E-05,0,0,3.19E-05,0,6.37E-05,0
ASV_76178,6.37E-05,0,0,0,0,0,0
ASV_211480,0,0,0,0,0,0,0
ASV_77575,3.19E-05,0,0,0,0,0,0
ASV_97840,6.37E-05,0,0,0,0,0,0
ASV_53167,9.56E-05,9.56E-05,0,0,0,0,0
ASV_139742,3.19E-05,0,0,0,0,0,0
ASV_235825,3.19E-05,0,0,0,0,0,0
ASV_21272,6.37E-05,0,0,0,0,0,0
ASV_229728,3.19E-05,0,0,0,0,0,0
ASV_153033,0,0,0,0,3.19E-05,0,0
ASV_25646,9.56E-05,0,0,0,0,0,0
ASV_216298,0.000127458,0,0,0,0,0,0
ASV_129996,9.56E-05,0,0,0,0,0,0
ASV_154775,3.19E-05,0,0,0,0,0,0
ASV_31023,9.56E-05,0,0,0,0,0,0
ASV_195846,9.56E-05,0,0,0,0,0,0
ASV_147632,9.56E-05,0,0,0,0,0,0
ASV_1123,9.56E-05,0,0,0,0,0,0
ASV_18077,9.56E-05,0,0,0,0,0,0
ASV_145074,9.56E-05,0,0,0,0,0,0
ASV_92157,3.19E-05,0,0,0,0,0,6.37E-05
ASV_65836,3.19E-05,0,0,0,0,0,0
ASV_164210,3.19E-05,0,0,3.19E-05,0,0,0
ASV_204221,3.19E-05,0,0,0,0,0,0
ASV_21443,3.19E-05,0,0,0,0,0,0
ASV_59177,3.19E-05,0,0,0,0,0,0
ASV_86559,0,0,0,0,0,0,3.19E-05
ASV_243403,0,0,0,0,0,0,6.37E-05
ASV_9028,0.000127458,0,0,0,0,0,0
ASV_57877,6.37E-05,0,0,0,0,0,0
ASV_45582,6.37E-05,0,0,0,0,0,0
ASV_199652,0.000127458,0,0,0,0,0,0
ASV_252519,9.56E-05,0,0,0,0,0,0
ASV_229782,6.37E-05,0,0,0,0,0,0
ASV_78986,0.000127458,0,0,0,0,0,0
ASV_138247,0,0,0,0,0,0,0
ASV_63949,3.19E-05,0,0,0,0,0,0
ASV_198980,0.000127458,0,0,0,0,0,0
ASV_49544,3.19E-05,3.19E-05,0,0,0,0,0
ASV_130869,3.19E-05,0,0,0,0,0,0
ASV_121245,3.19E-05,0,0,3.19E-05,0,0,0
ASV_62336,3.19E-05,0,0,0,0,3.19E-05,0
ASV_121872,0.000127458,0,0,0,0,0,0
ASV_199767,6.37E-05,0,0,0,0,0,0
ASV_185714,3.19E-05,0,0,0,0,0,0
ASV_135099,3.19E-05,0,0,0,0,0,0
ASV_235407,0,0,0,0,0,0,0
ASV_115679,3.19E-05,0,0,0,0,0,0
ASV_200979,9.56E-05,0,0,0,0,0,0
ASV_144806,3.19E-05,0,0,0,0,0,0
ASV_130887,0,0,0,0,6.37E-05,0,0
ASV_37419,3.19E-05,0,0,0,0,0,0
ASV_159421,3.19E-05,0,0,3.19E-05,0,0,0
ASV_223604,0,0,0,0,0,0,0
ASV_152162,3.19E-05,0,0,0,0,0,0
ASV_26797,6.37E-05,0,0,0,0,0,0
ASV_136710,3.19E-05,0,0,0,0,0,0
ASV_239890,3.19E-05,0,0,0,0,0,0
ASV_60830,3.19E-05,0,0,0,0,0,0
ASV_41802,3.19E-05,0,0,0,0,0,0
ASV_108452,3.19E-05,0,0,0,0,0,0
ASV_27647,9.56E-05,0,0,0,0,0,0
ASV_20593,3.19E-05,0,0,0,0,0,0
ASV_28441,3.19E-05,0,0,0,0,0,0
ASV_127304,3.19E-05,0,0,0,0,0,0
ASV_34996,3.19E-05,0,6.37E-05,0,0,0,0
ASV_143106,0,3.19E-05,0,0,0,0,0
ASV_243212,3.19E-05,0,0,0,0,0,0
ASV_16167,3.19E-05,0,0,0,0,0,0
ASV_208493,3.19E-05,0,0,0,0,0,0
ASV_171679,9.56E-05,0,0,0,0,0,0
ASV_244152,3.19E-05,0,0,0,0,0,3.19E-05
ASV_55573,3.19E-05,0,0,0,3.19E-05,0,0
ASV_213353,0,0,0,0,0,0,0
ASV_22678,3.19E-05,0,0,0,0,0,0
ASV_118309,6.37E-05,0,0,0,0,0,0
ASV_122343,9.56E-05,0,0,0,0,0,0
ASV_183292,6.37E-05,0,0,0,0,0,0
ASV_181190,0.000127458,0,0,0,0,0,0
ASV_176165,3.19E-05,0,0,0,0,3.19E-05,0
ASV_20907,0,0,0,0,0,0,0
ASV_230128,3.19E-05,0,0,0,0,0,0
ASV_130041,3.19E-05,0,0,0,0,0,0
ASV_46323,3.19E-05,0,0,0,0,0,0
ASV_64261,3.19E-05,0,0,0,0,0,0
ASV_156984,9.56E-05,0,0,0,0,0,0
ASV_40321,9.56E-05,0,0,0,0,0,0
ASV_194828,3.19E-05,0,0,0,0,0,0
ASV_35792,0.000127458,0,0,0,0,0,0
ASV_13872,3.19E-05,0,0,0,0,0,0
ASV_150751,0.000127458,0,0,0,0,0,0
ASV_212697,0.000127458,0,0,0,0,0,0
ASV_243712,9.56E-05,0,0,0,0,0,0
ASV_15243,6.37E-05,0,0,0,0,0,0
ASV_79039,3.19E-05,6.37E-05,0,0,0,0,0
ASV_85928,6.37E-05,0,0,0,0,6.37E-05,0
ASV_75453,3.19E-05,0,0,0,0,3.19E-05,0
ASV_71537,6.37E-05,0,0,0,0,0,0
ASV_13781,3.19E-05,0,0,0,0,3.19E-05,0
ASV_77547,3.19E-05,0,0,0,0,0,6.37E-05
ASV_204040,3.19E-05,0,0,0,0,0,0
ASV_199958,9.56E-05,0,0,0,0,0,0
ASV_143490,3.19E-05,0,0,0,0,0,0
ASV_26582,9.56E-05,0,0,0,0,0,0
ASV_135275,0.000127458,0,0,0,0,0,0
ASV_120167,6.37E-05,0,0,0,0,0,0
ASV_250453,9.56E-05,0,0,0,0,0,0
ASV_68707,6.37E-05,0,0,0,0,0,0
ASV_110983,3.19E-05,3.19E-05,0,0,0,0,0
ASV_6890,0,0,0,0,0,3.19E-05,0
ASV_106704,6.37E-05,0,0,0,0,0,0
ASV_194319,0.000127458,0,0,0,0,0,0
ASV_62195,0,0,0,0,0,0,0
ASV_70371,3.19E-05,0,0,0,0,0,0
ASV_156261,0,0,0,0,0,0,0
ASV_181766,6.37E-05,0,0,0,0,0,0
ASV_249756,6.37E-05,0,0,0,0,0,0
ASV_83406,3.19E-05,0,0,0,0,0,0
ASV_251315,0.000127458,6.37E-05,0,0,0,0,0
ASV_185232,3.19E-05,0,0,0,0,0,0
ASV_26682,6.37E-05,0,0,0,0,0,0
ASV_232073,3.19E-05,0,0,0,0,0,0
ASV_118719,3.19E-05,0,0,0,0,0,0
ASV_214307,3.19E-05,0,0,6.37E-05,0,0,0
ASV_120625,3.19E-05,0,0,0,0,0,0
ASV_248594,9.56E-05,0,0,0,0,0,0
ASV_63889,9.56E-05,0,0,0,0,0,0
ASV_94860,3.19E-05,0,0,0,0,0,0
ASV_24318,0.000127458,0,0,0,0,0,0
ASV_223844,6.37E-05,0,0,0,0,0,0
ASV_31806,3.19E-05,0,0,0,0,0,0
ASV_74453,0,0,0,0,6.37E-05,0,0
ASV_90709,0,0,0,0,0,0,0
ASV_56803,0.000127458,0,0,0,0,0,0
ASV_196246,3.19E-05,0,0,0,0,0,0
ASV_50532,0.000127458,0,0,0,0,0,0
ASV_239353,6.37E-05,0,0,0,0,0,0
ASV_134022,6.37E-05,0,0,0,3.19E-05,0,0
ASV_144362,9.56E-05,0,0,0,0,0,0
ASV_121563,0,0,0,0,0,0,0
ASV_66395,0.000127458,0,0,0,0,0,0
ASV_138535,3.19E-05,0,0,0,0,0,3.19E-05
ASV_239627,9.56E-05,0,0,0,0,0,0
ASV_211581,3.19E-05,0,0,0,0,0,0
ASV_173974,0.000127458,0,0,0,0,0,0
ASV_81857,3.19E-05,0,0,0,0,0,0
ASV_109163,0.000127458,0,0,0,0,0,0
ASV_166053,3.19E-05,0,0,3.19E-05,0,0,0
ASV_57532,3.19E-05,3.19E-05,0,0,3.19E-05,0,0
ASV_140839,3.19E-05,0,0,0,0,3.19E-05,0
ASV_194570,0,0,0,0,0,0,0
ASV_34669,3.19E-05,0,0,0,0,0,0
ASV_182240,0.000127458,0,0,0,0,0,0
ASV_136650,6.37E-05,0,0,0,0,0,0
ASV_145141,3.19E-05,0,0,0,0,0,0
ASV_239427,3.19E-05,0,0,0,0,0,0
ASV_83056,3.19E-05,0,0,0,0,0,0
ASV_37068,0.000127458,0,0,0,0,0,0
ASV_190409,3.19E-05,3.19E-05,0,0,0,0,0
ASV_55192,3.19E-05,0,0,0,0,0,0
ASV_138804,6.37E-05,0,0,0,0,0,0
ASV_118156,3.19E-05,6.37E-05,0,0,0,0,0
ASV_74491,6.37E-05,0,0,0,0,0,0
ASV_234378,9.56E-05,0,0,0,0,0,0
ASV_56867,3.19E-05,0,0,6.37E-05,0,0,0
ASV_108917,0,3.19E-05,0,0,0,0,0
ASV_43986,3.19E-05,3.19E-05,0,0,0,0,0
ASV_210949,3.19E-05,0,0,0,0,0,0
ASV_205547,0,0,0,0,0,0,3.19E-05
ASV_152600,3.19E-05,0,0,3.19E-05,0,0,0
ASV_96648,3.19E-05,0,0,0,0,0,0
ASV_64969,3.19E-05,0,0,0,0,0,0
ASV_84740,3.19E-05,0,0,0,0,0,3.19E-05
ASV_111628,6.37E-05,0,0,0,0,0,0
ASV_240691,6.37E-05,0,0,0,0,0,0
ASV_88421,3.19E-05,0,0,0,0,0,0
ASV_67481,3.19E-05,0,0,0,0,0,0
ASV_53716,3.19E-05,0,0,0,0,0,0
ASV_8486,0,0,0,0,0,0,0
ASV_171976,3.19E-05,0,0,0,0,0,0
ASV_177511,9.56E-05,0,0,0,0,0,0
ASV_25153,0.000127458,0,0,0,0,0,0
ASV_14569,0,0,0,0,0,0,0
ASV_181859,6.37E-05,0,0,0,0,0,0
ASV_52245,3.19E-05,0,0,0,0,0,0
ASV_148563,6.37E-05,0,0,0,0,0,0
ASV_202293,3.19E-05,0,0,0,0,0,0
ASV_13264,0,0,0,0,0,0,0
ASV_94991,3.19E-05,0,3.19E-05,0,0,0,0
ASV_94400,6.37E-05,0,0,0,0,0,0
ASV_124972,3.19E-05,0,3.19E-05,0,0,0,0
ASV_243970,3.19E-05,0,0,3.19E-05,3.19E-05,0,0
ASV_186867,3.19E-05,0,0,3.19E-05,0,0,0
ASV_130745,3.19E-05,0,0,0,0,0,0
ASV_42593,3.19E-05,0,0,0,0,0,0
ASV_99133,3.19E-05,0,0,0,0,0,0
ASV_68614,3.19E-05,0,0,0,0,3.19E-05,0
ASV_20980,6.37E-05,0,3.19E-05,0,0,0,0
ASV_214027,3.19E-05,0,0,0,0,0,0
ASV_144833,6.37E-05,0,0,0,3.19E-05,0,0
ASV_110293,3.19E-05,0,0,0,0,0,0
ASV_43428,3.19E-05,0,0,0,0,0,0
ASV_238380,3.19E-05,0,0,0,0,0,0
ASV_27536,3.19E-05,0,0,0,0,0,0
ASV_70829,3.19E-05,0,0,0,0,0,0
ASV_232547,3.19E-05,0,0,0,6.37E-05,0,0
ASV_143658,3.19E-05,0,0,0,0,0,0
ASV_120528,0,0,0,0,0,0,0
ASV_101555,6.37E-05,0,0,0,0,0,0
ASV_225295,0.000127458,0,0,0,0,0,0
ASV_222796,3.19E-05,0,0,0,0,0,0
ASV_9913,3.19E-05,0,0,0,0,0,0
ASV_128521,3.19E-05,0,0,0,0,0,0
ASV_160204,0,0,0,0,0,3.19E-05,0
ASV_249704,6.37E-05,0,0,0,0,0,0
ASV_104515,3.19E-05,0,0,0,0,0,0
ASV_121828,0.000127458,0,0,0,0,0,0
ASV_213567,0.000127458,0,0,0,0,0,0
ASV_109670,0,0,0,0,0,0,0
ASV_203186,3.19E-05,0,0,0,0,0,0
ASV_133966,0,0.000541695,0,0,0,0,0
ASV_152094,0,3.19E-05,0,0,0,0,0
ASV_16193,0,9.56E-05,0,0,0,0,0
ASV_32707,0,9.56E-05,0,0,0,0,0
ASV_239599,0,9.56E-05,0,0,0,0,0
ASV_38211,0,0.000254915,0,0,0,0,0
ASV_238367,0,6.37E-05,0,0,0,0,0
ASV_91983,0,3.19E-05,0,0,0,0,0
ASV_77625,0,6.37E-05,0,0,0,0,0
ASV_224893,0,6.37E-05,0,0,0,0,0
ASV_232228,0,3.19E-05,0,0,0,0,0
ASV_23117,0,3.19E-05,0,0,0,0,0
ASV_239728,0,0,0,0,0,0,0
ASV_210840,0,3.19E-05,0,0,0,0,0
ASV_146569,0,9.56E-05,0,0,0,0,0
ASV_93841,0,3.19E-05,0,0,6.37E-05,0,0
ASV_23684,0,6.37E-05,0,0,0,0,0
ASV_32292,0,3.19E-05,0,3.19E-05,3.19E-05,0,0
ASV_64815,0,3.19E-05,0,0,0,0,0
ASV_29483,0,6.37E-05,0,9.56E-05,0,0,0
ASV_48221,0,3.19E-05,0,0,0,0,0
ASV_208645,0,0,9.56E-05,0,0,0,0
ASV_62784,0,6.37E-05,0,0,0,0,0
ASV_85708,0,3.19E-05,0,0,0,0,0
ASV_88020,0,6.37E-05,0,0,0,0,0
ASV_130854,0,9.56E-05,0,0,0,0,0
ASV_95184,0,9.56E-05,0,0,0,0,0
ASV_192619,0,6.37E-05,0,0,0,0,0
ASV_106849,0,3.19E-05,0,0,0,0,0
ASV_129153,0,6.37E-05,0,0,0,0,0
ASV_166066,0,0,0,0,0,0,0
ASV_56490,0,0,0,0,0,0,0
ASV_122732,0,3.19E-05,0,0,0,0,0
ASV_112437,0,9.56E-05,0,0,0,0,0
ASV_207187,0,3.19E-05,0,0,0,0,0
ASV_55553,0,0.000127458,0,0,0,0,0
ASV_229642,0,0,3.19E-05,0,0,0,0
ASV_62048,0,3.19E-05,0,0,0,0,0
ASV_173883,0,0,0,0,0,0,0
ASV_145926,0,3.19E-05,0,0,0,0,0
ASV_196194,0,0,0,0,0,0,0
ASV_150539,0,6.37E-05,0,0,0,0,0
ASV_130850,0,0.000127458,0,0,0,0,0
ASV_51470,0,6.37E-05,0,0,0,0,0
ASV_117949,0,3.19E-05,0,0,3.19E-05,0,0
ASV_140105,0,3.19E-05,0,0,0,0,0
ASV_175066,0,0.000127458,0,0,0,0,0
ASV_42177,0,6.37E-05,0,0,0,0,0
ASV_169316,0,9.56E-05,0,0,0,0,0
ASV_64844,0,6.37E-05,0,0,0,0,0
ASV_84210,0,3.19E-05,0,0,0,0,0
ASV_195863,0,3.19E-05,0,0,0,0,0
ASV_243483,0,3.19E-05,0,0,0,0,3.19E-05
ASV_249068,0,6.37E-05,0,0,0,0,0
ASV_110222,0,3.19E-05,0,0,0,0,0
ASV_161700,0,6.37E-05,0,0,0,0,0
ASV_28252,0,3.19E-05,0,0,0,0,0
ASV_14286,0,6.37E-05,0,0,0,0,0
ASV_180268,0,6.37E-05,0,0,0,6.37E-05,0
ASV_163408,0,6.37E-05,0,0,0,0,0
ASV_108571,0,9.56E-05,0,0,0,0,0
ASV_203012,0,0.000127458,0,0,0,0,0
ASV_227379,0,9.56E-05,0,0,0,0,0
ASV_76773,0,3.19E-05,0,0,0,0,0
ASV_82219,0,6.37E-05,0,0,0,0,0
ASV_77489,0,6.37E-05,0,0,0,0,0
ASV_9395,0,6.37E-05,0,0,0,0,0
ASV_239694,0,3.19E-05,0,0,0,0,0
ASV_146062,0,0,0,0,0,0,0
ASV_209500,0,9.56E-05,0,0,0,0,0
ASV_26823,0,9.56E-05,0,0,0,0,0
ASV_169004,0,3.19E-05,0,0,0,0,0
ASV_73353,0,3.19E-05,0,0,0,0,0
ASV_117928,0,3.19E-05,0,0,0,0,0
ASV_76694,0,3.19E-05,0,0,0,0,0
ASV_149238,0,3.19E-05,0,0,0,0,0
ASV_194953,0,3.19E-05,0,0,0,0,0
ASV_85365,0,3.19E-05,0,0,0,0,0
